9.3	-532.114	-502.363	-472.387	-442.196	-411.794	-381.207	-350.436	-319.494	-288.381	-257.127	-225.719	-194.187	-162.535	-130.769	-098.906	-066.946	-034.916	-002.813	029.357	061.570	093.816	126.088	158.386	190.687	222.984	255.270	287.544	319.785	351.927	383.947	415.775	447.382	478.705	509.704	540.323	570.519	600.256	629.464	658.100	686.128	713.492	740.142	766.025	791.112	815.336	838.651	861.011	882.376	902.690	921.910	939.980	956.667	971.782	985.346	997.383	1007.930	1016.991	1024.610	1030.791	1035.578	1038.988	1041.035	1041.760	1041.190	1039.329	1036.211	1031.863	1026.306	1019.567	1011.667	1002.643	992.499	981.272	968.990	955.673	941.335	925.829	909.033	890.993	871.788	851.467	830.116	807.794	784.550	760.470	735.596	710.011	683.777	656.950	629.609	601.803	573.598	545.066	516.277	487.289	458.155	428.961	399.759	370.608	341.591	312.763
9.4	-530.742	-500.564	-470.186	-439.618	-408.862	-377.946	-346.868	-315.642	-284.268	-252.776	-221.152	-189.426	-157.600	-125.682	-093.688	-061.618	-029.498	002.676	034.896	067.140	099.398	131.664	163.938	196.196	228.432	260.640	292.842	325.040	357.166	389.196	421.060	452.726	484.130	515.232	545.974	576.312	606.208	635.592	664.420	692.654	720.236	747.116	773.240	798.576	823.058	846.638	869.268	890.908	911.500	931.000	949.350	966.306	981.666	995.448	1007.674	1018.380	1027.568	1035.280	1041.518	1046.324	1049.714	1051.700	1052.320	1051.600	1049.542	1046.178	1041.534	1035.628	1028.486	1020.126	1010.584	999.862	987.996	975.010	960.924	945.750	929.352	911.624	892.614	872.404	851.046	828.628	805.212	780.850	755.630	729.598	702.838	675.416	647.390	618.842	589.824	560.404	530.658	500.656	470.462	440.130	409.748	379.372	349.064	318.908	288.964
9.5	-529.370	-498.765	-467.985	-437.040	-405.930	-374.685	-343.300	-311.790	-280.155	-248.425	-216.585	-184.665	-152.665	-120.595	-088.470	-056.290	-024.080	008.165	040.435	072.710	104.980	137.240	169.490	201.705	233.880	266.010	298.140	330.295	362.405	394.445	426.345	458.070	489.555	520.760	551.625	582.105	612.160	641.720	670.740	699.180	726.980	754.090	780.455	806.040	830.780	854.625	877.525	899.440	920.310	940.090	958.720	975.945	991.550	1005.550	1017.965	1028.830	1038.145	1045.950	1052.245	1057.070	1060.440	1062.365	1062.880	1062.010	1059.755	1056.145	1051.205	1044.950	1037.405	1028.585	1018.525	1007.225	994.720	981.030	966.175	950.165	932.875	914.215	894.235	873.020	850.625	827.140	802.630	777.150	750.790	723.600	695.665	667.055	637.830	608.075	577.845	547.210	516.250	485.035	453.635	422.105	390.535	358.985	327.520	296.225	265.165
9.6	-527.998	-496.966	-465.784	-434.462	-402.998	-371.424	-339.732	-307.938	-276.042	-244.074	-212.018	-179.904	-147.730	-115.508	-083.252	-050.962	-018.662	013.654	045.974	078.280	110.562	142.816	175.042	207.214	239.328	271.380	303.438	335.550	367.644	399.694	431.630	463.414	494.980	526.288	557.276	587.898	618.112	647.848	677.060	705.706	733.724	761.064	787.670	813.504	838.502	862.612	885.782	907.972	929.120	949.180	968.090	985.584	1001.434	1015.652	1028.256	1039.280	1048.722	1056.620	1062.972	1067.816	1071.166	1073.030	1073.440	1072.420	1069.968	1066.112	1060.876	1054.272	1046.324	1037.044	1026.466	1014.588	1001.444	987.050	971.426	954.580	936.398	916.806	895.856	873.636	850.204	825.652	800.048	773.450	745.950	717.602	688.492	658.694	628.270	597.308	565.866	534.016	501.842	469.414	436.808	404.080	371.322	338.598	305.976	273.542	241.366
9.7	-526.626	-495.167	-463.583	-431.884	-400.066	-368.163	-336.164	-304.086	-271.929	-239.723	-207.451	-175.143	-142.795	-110.421	-078.034	-045.634	-013.244	019.143	051.513	083.850	116.144	148.392	180.594	212.723	244.776	276.750	308.736	340.805	372.883	404.943	436.915	468.758	500.405	531.816	562.927	593.691	624.064	653.976	683.380	712.232	740.468	768.038	794.885	820.968	846.224	870.599	894.039	916.504	937.930	958.270	977.460	995.223	1011.318	1025.754	1038.547	1049.730	1059.299	1067.290	1073.699	1078.562	1081.892	1083.695	1084.000	1082.830	1080.181	1076.079	1070.547	1063.594	1055.243	1045.503	1034.407	1021.951	1008.168	993.070	976.677	958.995	939.921	919.397	897.477	874.252	849.783	824.164	797.466	769.750	741.110	711.604	681.319	650.333	618.710	586.541	553.887	520.822	487.434	453.793	419.981	386.055	352.109	318.211	284.432	250.859	217.567
9.8	-525.254	-493.368	-461.382	-429.306	-397.134	-364.902	-332.596	-300.234	-267.816	-235.372	-202.884	-170.382	-137.860	-105.334	-072.816	-040.306	-007.826	024.632	057.052	089.420	121.726	153.968	186.146	218.232	250.224	282.120	314.034	346.060	378.122	410.192	442.200	474.102	505.830	537.344	568.578	599.484	630.016	660.104	689.700	718.758	747.212	775.012	802.100	828.432	853.946	878.586	902.296	925.036	946.740	967.360	986.830	1004.862	1021.202	1035.856	1048.838	1060.180	1069.876	1077.960	1084.426	1089.308	1092.618	1094.360	1094.560	1093.240	1090.394	1086.046	1080.218	1072.916	1064.162	1053.962	1042.348	1029.314	1014.892	999.090	981.928	963.410	943.444	921.988	899.098	874.868	849.362	822.676	794.884	766.050	736.270	705.606	674.146	641.972	609.150	575.774	541.908	507.628	473.026	438.172	403.154	368.030	332.896	297.824	262.888	228.176	193.768
9.9	-523.882	-491.569	-459.181	-426.728	-394.202	-361.641	-329.028	-296.382	-263.703	-231.021	-198.317	-165.621	-132.925	-100.247	-067.598	-034.978	-002.408	030.121	062.591	094.990	127.308	159.544	191.698	223.741	255.672	287.490	319.332	351.315	383.361	415.441	447.485	479.446	511.255	542.872	574.229	605.277	635.968	666.232	696.020	725.284	753.956	781.986	809.315	835.896	861.668	886.573	910.553	933.568	955.550	976.450	996.200	1014.501	1031.086	1045.958	1059.129	1070.630	1080.453	1088.630	1095.153	1100.054	1103.344	1105.025	1105.120	1103.650	1100.607	1096.013	1089.889	1082.238	1073.081	1062.421	1050.289	1036.677	1021.616	1005.110	987.179	967.825	946.967	924.579	900.719	875.484	848.941	821.188	792.302	762.350	731.430	699.608	666.973	633.611	599.590	565.007	529.929	494.434	458.618	422.551	386.327	350.005	313.683	277.437	241.344	205.493	169.969
10	-522.510	-489.770	-456.980	-424.150	-391.270	-358.380	-325.460	-292.530	-259.590	-226.670	-193.750	-160.860	-127.990	-095.160	-062.380	-029.650	003.010	035.610	068.130	100.560	132.890	165.120	197.250	229.250	261.120	292.860	324.630	356.570	388.600	420.690	452.770	484.790	516.680	548.400	579.880	611.070	641.920	672.360	702.340	731.810	760.700	788.960	816.530	843.360	869.390	894.560	918.810	942.100	964.360	985.540	1005.570	1024.140	1040.970	1056.060	1069.420	1081.080	1091.030	1099.300	1105.880	1110.800	1114.070	1115.690	1115.680	1114.060	1110.820	1105.980	1099.560	1091.560	1082.000	1070.880	1058.230	1044.040	1028.340	1011.130	992.430	972.240	950.490	927.170	902.340	876.100	848.520	819.700	789.720	758.650	726.590	693.610	659.800	625.250	590.030	554.240	517.950	481.240	444.210	406.930	369.500	331.980	294.470	257.050	219.800	182.810	146.170
15	-834.840	-793.990	-752.800	-711.310	-669.540	-627.510	-585.240	-542.760	-500.080	-457.250	-414.270	-371.170	-327.980	-284.710	-241.400	-198.060	-154.730	-111.410	-068.140	-024.950	018.160	061.150	103.990	146.680	189.170	231.460	273.580	315.590	357.400	398.960	440.190	481.030	521.410	561.270	600.540	639.150	677.050	714.150	750.400	785.730	820.080	853.370	885.540	916.520	946.260	974.670	1001.700	1027.280	1051.350	1073.830	1094.660	1113.630	1130.610	1145.640	1158.780	1170.080	1179.590	1187.350	1193.430	1197.860	1200.710	1202.010	1201.830	1200.200	1197.190	1192.840	1187.200	1180.330	1172.270	1163.080	1152.800	1141.480	1129.180	1115.950	1101.830	1086.880	1071.380	1055.600	1039.560	1023.280	1006.780	990.080	973.220	956.190	939.040	921.770	904.420	886.990	869.530	852.030	834.530	817.060	799.620	782.240	764.940	747.750	730.680	713.760	697.000	680.440	664.090
20	-725.430	-682.660	-639.190	-595.050	-550.270	-504.880	-458.920	-412.390	-365.340	-317.800	-269.790	-221.340	-172.480	-123.240	-073.650	-023.730	026.480	076.950	127.670	178.590	229.690	280.950	332.330	383.800	435.330	486.910	538.020	588.180	637.320	685.390	732.320	778.060	822.550	865.740	907.570	947.980	986.910	1024.300	1060.110	1094.270	1126.720	1157.410	1186.280	1213.270	1238.330	1261.390	1282.410	1301.320	1318.060	1332.590	1344.840	1355.090	1363.670	1370.610	1375.910	1379.600	1381.680	1382.170	1381.080	1378.440	1374.250	1368.530	1361.290	1352.560	1342.340	1330.660	1317.510	1302.930	1286.920	1269.500	1250.690	1230.500	1208.940	1186.030	1161.790	1136.230	1109.770	1082.860	1055.500	1027.730	999.550	970.990	942.080	912.820	883.250	853.370	823.210	792.800	762.140	731.270	700.190	668.940	637.520	605.970	574.300	542.530	510.680	478.770	446.820	414.850	382.880
